"Nombre";"COD_OCA";"C_CULT";"FECHA";"PSN_MEAN";"PSN_STD";"SAMPLES";"ANHO";"NOM_CULTIVO_SIIA"
"Antequera";2901;29;"8/10/2002 0:00:00";0.0039;0.00028;19;2002;"GIRASOL"
"Antequera";2901;29;"16/10/2002 0:00:00";0.0036;0.00037;19;2002;"GIRASOL"
"Antequera";2901;29;"24/10/2002 0:00:00";0.0015;0.00018;19;2002;"GIRASOL"
"Antequera";2901;29;"1/11/2003 0:00:00";0.0046;0.00063;16;2004;"GIRASOL"
"Antequera";2901;29;"9/11/2003 0:00:00";0.0038;0.00052;16;2004;"GIRASOL"
"Antequera";2901;29;"17/11/2003 0:00:00";0.0037;0.0002;16;2004;"GIRASOL"
"Antequera";2901;29;"3/12/2003 0:00:00";0.0048;0.00047;16;2004;"GIRASOL"
"Antequera";2901;29;"11/12/2003 0:00:00";0.0026;0.00023;16;2004;"GIRASOL"
"Antequera";2901;29;"19/12/2003 0:00:00";0.0007;0.00012;16;2004;"GIRASOL"
"Antequera";2901;29;"27/12/2003 0:00:00";0.0014;0.00018;16;2004;"GIRASOL"
"Antequera";2901;29;"1/1/2004 0:00:00";0.0034;0.00035;16;2004;"GIRASOL"
"Antequera";2901;29;"9/1/2004 0:00:00";0.004;0.00033;16;2004;"GIRASOL"
"Antequera";2901;29;"17/1/2004 0:00:00";0.0029;0.00019;16;2004;"GIRASOL"
"Antequera";2901;29;"25/1/2004 0:00:00";0.0046;0.00044;16;2004;"GIRASOL"
"Antequera";2901;29;"2/2/2004 0:00:00";0.0055;0.00041;16;2004;"GIRASOL"
"Antequera";2901;29;"10/2/2004 0:00:00";0.0055;0.00033;16;2004;"GIRASOL"
"Antequera";2901;29;"18/2/2004 0:00:00";0.0056;0.00111;16;2004;"GIRASOL"
"Antequera";2901;29;"26/2/2004 0:00:00";0.0086;0.0006;16;2004;"GIRASOL"
"Antequera";2901;29;"5/3/2004 0:00:00";0.0058;0.00056;16;2004;"GIRASOL"
"Antequera";2901;29;"13/3/2004 0:00:00";0.0097;0.0008;16;2004;"GIRASOL"
"Antequera";2901;29;"21/3/2004 0:00:00";0.0074;0.00062;16;2004;"GIRASOL"
"Antequera";2901;29;"29/3/2004 0:00:00";0.01;0.00054;16;2004;"GIRASOL"
"Antequera";2901;29;"14/4/2004 0:00:00";0.02;0.00132;16;2004;"GIRASOL"
"Antequera";2901;29;"22/4/2004 0:00:00";0.008;0.00053;16;2004;"GIRASOL"
"Antequera";2901;29;"30/4/2004 0:00:00";0.01;0.0019;16;2004;"GIRASOL"
"Antequera";2901;29;"8/5/2004 0:00:00";0.01;0.00178;16;2004;"GIRASOL"
"Antequera";2901;29;"16/5/2004 0:00:00";0.01;0.00069;16;2004;"GIRASOL"
"Antequera";2901;29;"24/5/2004 0:00:00";0.0068;0.0004;16;2004;"GIRASOL"
"Antequera";2901;29;"1/6/2004 0:00:00";0.0023;0.00013;16;2004;"GIRASOL"
"Antequera";2901;29;"9/6/2004 0:00:00";-0.0011;0.00013;16;2004;"GIRASOL"
"Antequera";2901;29;"17/6/2004 0:00:00";-0.002;0.0002;16;2004;"GIRASOL"
"Antequera";2901;29;"25/6/2004 0:00:00";-0.0042;0.00047;16;2004;"GIRASOL"
"Antequera";2901;29;"3/7/2004 0:00:00";-0.0004;0.00012;16;2004;"GIRASOL"
"Antequera";2901;29;"11/7/2004 0:00:00";-0.0018;0.00032;16;2004;"GIRASOL"
"Antequera";2901;29;"19/7/2004 0:00:00";-0.0038;0.00045;16;2004;"GIRASOL"
"Antequera";2901;29;"27/7/2004 0:00:00";-0.001;0.00028;16;2004;"GIRASOL"
"Antequera";2901;29;"4/8/2004 0:00:00";0.0006;0.00013;16;2004;"GIRASOL"
"Antequera";2901;29;"12/8/2004 0:00:00";-0.0008;7e-005;16;2004;"GIRASOL"
"Antequera";2901;29;"20/8/2004 0:00:00";-0.0021;0.00013;16;2004;"GIRASOL"
"Antequera";2901;29;"28/8/2004 0:00:00";-0.0005;9e-005;16;2004;"GIRASOL"
"Antequera";2901;29;"5/9/2004 0:00:00";0.0004;9e-005;16;2004;"GIRASOL"
"Antequera";2901;29;"13/9/2004 0:00:00";-0.0004;0.00013;16;2004;"GIRASOL"
"Antequera";2901;29;"21/9/2004 0:00:00";0.0002;5e-005;16;2004;"GIRASOL"
"Antequera";2901;29;"29/9/2004 0:00:00";-0.0001;4e-005;16;2004;"GIRASOL"
"Antequera";2901;29;"7/10/2004 0:00:00";0.0028;0.00031;16;2004;"GIRASOL"
"Antequera";2901;29;"15/10/2004 0:00:00";0.0025;0.00031;16;2004;"GIRASOL"
"Antequera";2901;29;"23/10/2004 0:00:00";0.003;0.00045;16;2004;"GIRASOL"
"Antequera";2901;29;"31/10/2004 0:00:00";0.0028;0.00044;16;2004;"GIRASOL"
